"","Gene","chr","start","end","symbol","final.meta.pvalue.for.plot","scz.ptv.pvalue","asd.ptv.pvalue","bp.ptv.pvalue"
"4180","ENSG00000156232",15,82809628,82836108,"WHAMM",0.999996316207259,1,1,0.36658
"4181","ENSG00000134755",18,31058840,31102522,"DSC2",0.0815131642092935,0.0304135302519065,1,0.74992
"4182","ENSG00000198732",14,69854131,70032366,"SMOC1",1,1,1,NA
"4183","ENSG00000137878",15,57591908,57714745,"GCOM1",0.189013980185511,0.202866664620973,1,0.38
"4184","ENSG00000164574",5,154190730,154420984,"GALNT10",0.475977421516578,0.335354691382463,0.643209706352675,0.68228
"4185","ENSG00000086232",7,6022247,6059175,"EIF2AK1",0.514848359178115,0.388097622769963,1,0.74992
"4186","ENSG00000168010",11,72814406,72843674,"ATG16L2",0.307700525244101,0.171042423704339,0.654973525309712,0.68228
"4187","ENSG00000111058",12,80936414,81261210,"ACSS3",0.394900850842013,0.360917316664287,1,0.54942
"4188","ENSG00000177106",11,694438,727727,"EPS8L2",0.558827251833533,0.541562815710686,1,0.54942
"4189","ENSG00000155275",4,8436140,8493531,"TRMT44",0.164217650459856,0.0682975187999907,0.776368224062929,0.57495
"4190","ENSG00000106290",7,100107070,100119841,"TAF6",0.576772550783211,0.526981511213223,0.654973525309712,1
"4191","ENSG00000174227",4,499210,540200,"PIGG",0.370234171801136,0.425057274128563,0.496898713582635,0.3444
"4192","ENSG00000170615",7,103352730,103446207,"SLC26A5",0.205179617475238,0.205179617475238,1,1
"4193","ENSG00000135436",12,49582885,49605639,"FAM186B",0.835939873267708,0.764705815059087,1,0.77477
"4194","ENSG00000163535",2,200510008,200584096,"SGO2",0.709264882145534,0.752319373041047,0.386773407587887,1
"4195","ENSG00000010165",1,171781660,171814023,"EEF1AKNMT",0.562339297192228,0.544135717371443,0.56362363483341,1
"4196","ENSG00000118217",1,161766298,161977574,"ATF6",0.726693786236261,0.83967626984692,0.386773407587887,0.3444
"4197","ENSG00000148180",9,121207794,121332843,"GSN",0.186968340164413,0.200096042816299,0.386773407587887,1
"4198","ENSG00000216937",10,32446140,32882874,"CCDC7",0.592534834771691,0.515480503457931,0.386773407587887,0.75423
"4199","ENSG00000167646",19,55158661,55166722,"DNAAF3",0.50793921054231,0.730677584133727,1,0.10984
"4200","ENSG00000143847",1,203026498,203078740,"PPFIA4",0.0766073616353201,0.198359966940919,0.149577156721715,0.17255
"4201","ENSG00000106018",7,159028175,159144867,"VIPR2",0.14853193348934,0.123402268613807,1,0.50013
"4202","ENSG00000089053",12,121308245,121399896,"ANAPC5",0.446027066981342,0.43896168608575,0.163913220515666,0.75423
"4203","ENSG00000103184",16,4958330,5019157,"SEC14L5",0.966894584722113,0.342224742231003,1,0.28096
"4204","ENSG00000100191",22,32218464,32255347,"SLC5A4",0.184375705088373,0.124601547559806,1,0.6252
"4205","ENSG00000119203",2,9423651,9473101,"CPSF3",0.476274717951238,0.616645630804255,0.525607498267655,0.21091
"4206","ENSG00000214842",2,17510584,17518439,"RAD51AP2",0.697268936322173,0.697268936322173,1,1
"4207","ENSG00000115750",2,9843443,9934416,"TAF1B",0.173108087641512,0.200096042816299,1,0.33578
"4208","ENSG00000103310",16,21197450,21214510,"ZP2",0.452769780157374,0.54942372159968,0.71356480070496,0.17255
"4209","ENSG00000165138",9,98731329,98796965,"ANKS6",0.0910871864641842,0.11144349730326,0.288411247401483,1
"4210","ENSG00000131844",5,71579531,71658706,"MCCC2",0.996041876421273,0.494467205789787,1,1
"4211","ENSG00000104320",8,89933331,90003228,"NBN",0.496422748255474,0.289446902027536,0.654973525309712,0.8006
"4212","ENSG00000173093",12,110846769,110907535,"CCDC63",0.540897363566835,0.534470634453276,0.525607498267655,1
"4213","ENSG00000158169",9,95099054,95426796,"FANCC",0.889899222844254,0.869723622130483,1,0.68775
"4214","ENSG00000116711",1,186828949,186988981,"PLA2G4A",0.799405907612534,0.784207486589041,1,0.61863
"4215","ENSG00000180488",1,77779624,77879539,"MIGA1",0.782750918975435,0.849089286989745,1,0.36658
"4216","ENSG00000205560",22,50568861,50578465,"CPT1B",0.635746582804479,0.75909837826287,0.163913220515666,1
"4217","ENSG00000240771",12,57610180,57617245,"ARHGEF25",0.544952291594663,0.468167549530981,0.718951170938255,1
"4218","ENSG00000159063",11,78095244,78139660,"ALG8",0.435204599623261,0.320746816157216,1,0.72206
"4219","ENSG00000113643",5,168486451,168519301,"RARS1",0.0980557011045098,0.0427148155442864,1,0.72206
"4220","ENSG00000105499",19,48047843,48110817,"PLA2G4C",0.192874463596018,0.184902051494776,1,0.44535
"4221","ENSG00000134283",12,42238447,42459715,"PPHLN1",0.784207486589041,0.784207486589041,1,1
"4222","ENSG00000166947",15,43197227,43221018,"EPB42",0.245857337555904,0.379192817741199,1,0.17255
"4223","ENSG00000100304",22,43166622,43187134,"TTLL12",0.982461848696702,0.276424980791439,1,1
"4224","ENSG00000178773",16,89575758,89597246,"CPNE7",0.640620139371244,0.803969219751019,1,0.17255
"4225","ENSG00000136770",10,21756548,22003769,"DNAJC1",0.989136422428141,0.3463877253876,1,1
"4226","ENSG00000092201",14,21351476,21384019,"SUPT16H",0.997437158154224,0.55479002013882,1,1
"4227","ENSG00000110811",12,6828407,6839847,"P3H3",0.482991455957319,0.568275486969862,1,0.32485
"4228","ENSG00000113262",5,178977587,178996206,"GRM6",0.189605876489927,0.276424980791439,0.163913220515666,1
"4229","ENSG00000119711",14,74056847,74084492,"ALDH6A1",0.429613104397148,0.493867357488868,0.163737426489375,0.61863
"4230","ENSG00000144730",3,57089982,57170306,"IL17RD",0.659341770573308,0.679566738105638,1,0.49138
"4231","ENSG00000185404",2,230327184,230403732,"SP140L",0.0273486891058481,0.0158092985901721,0.116543732046646,0.74992
"4232","ENSG00000163521",2,219236598,219245478,"GLB1L",0.635873828998926,0.5974965701721,0.355454836218825,0.72206
"4233","ENSG00000137713",11,111726908,111766389,"PPP2R1B",0.660319245783447,0.702865190700719,0.163737426489375,0.72206
"4234","ENSG00000137251",6,54307859,54390142,"TINAG",0.576562579743234,0.561379610509154,1,0.54942
"4235","ENSG00000091137",7,107660828,107717809,"SLC26A4",0.960598855993016,0.34303447214336,1,0.21903
"4236","ENSG00000149506",11,60867562,60875693,"ZP1",0.741617322683171,0.74649326419362,0.525607498267655,1
"4237","ENSG00000130363",6,158972871,159000202,"RSPH3",0.351040187531982,0.266790266904357,1,0.65891
"4238","ENSG00000139505",13,25246222,25287488,"MTMR6",0.81396231055528,0.81396231055528,1,1
"4239","ENSG00000133116",13,33016423,33066143,"KL",0.65038791428333,0.663187305720646,0.149577156721715,0.78725
"4240","ENSG00000166140",15,40807086,40815084,"ZFYVE19",0.325953371247324,0.325953371247324,1,1
"4241","ENSG00000161905",17,4630919,4642294,"ALOX15",0.028636,1,1,0.028636
"4242","ENSG00000159461",16,56361452,56425545,"AMFR",1,1,1,1
"4243","ENSG00000187583",1,966482,975865,"PLEKHN1",0.999979881198172,1,1,0.21091
"4244","ENSG00000074771",6,155395368,155455839,"NOX3",0.996182412523912,0.43896168608575,1,0.81497
"4245","ENSG00000076344",16,268301,275980,"RGS11",0.44105136826249,0.656833908656413,0.149577156721715,0.32485
"4246","ENSG00000101407",20,37983007,38033461,"TTI1",0.897091103404459,0.859782469715077,1,0.74992
"4247","ENSG00000114480",3,81489703,81761645,"GBE1",0.850585215601288,0.820525293385969,1,0.68775
"4248","ENSG00000080608",9,2720469,2844095,"PUM3",0.405412502997239,0.391585640290319,0.525607498267655,1
"4249","ENSG00000171763",15,45402336,45421415,"SPATA5L1",0.881541163672997,0.141730649471425,1,0.21903
"4250","ENSG00000100479",14,49643555,49688422,"POLE2",0.56362363483341,1,0.56362363483341,1
"4251","ENSG00000005187",16,20610243,20797581,"ACSM3",0.519620027124652,1,0.71356480070496,0.36658
"4252","ENSG00000065485",3,123067025,123225227,"PDIA5",0.0929489962877609,0.0946394452227514,0.56362363483341,0.28096
"4253","ENSG00000102904",16,67806765,67832148,"TSNAXIP1",0.314642009725049,0.377605748662778,0.0578396942444061,0.72685
"4254","ENSG00000138686",4,121824329,121870487,"BBS7",0.341023632123567,0.274006512674647,1,0.61863
"4255","ENSG00000278053",17,37609739,37643446,"DDX52",0.524976053980935,NA,0.288411247401483,0.68228
"4256","ENSG00000170537",16,18983934,19063942,"TMC7",0.245026628785335,0.553899304309291,0.288411247401483,0.061192
"4257","ENSG00000198756",1,183929854,184037729,"COLGALT2",0.790074680062453,0.820042607626317,0.525607498267655,0.50013
"4258","ENSG00000177354",10,49299170,49327492,"C10orf71",0.145242815098031,0.145242815098031,1,1
"4259","ENSG00000129484",14,20343615,20357904,"PARP2",0.26545968582009,0.297639497901119,1,0.36658
"4260","ENSG00000162069",16,3027682,3036944,"BICDL2",0.50067,1,1,0.50067
"4261","ENSG00000162004",16,722582,726954,"CCDC78",0.390891922336444,0.45904798389657,1,0.33578
"4262","ENSG00000133067",1,202193799,202319781,"LGR6",0.539857748785721,0.647650352124917,1,0.28958
"4263","ENSG00000089041",12,121132819,121188032,"P2RX7",0.790297080782244,0.852739694375104,0.56362363483341,0.36658
"4264","ENSG00000148942",11,26667020,26723427,"SLC5A12",0.991446151991773,0.381828108945185,1,1
"4265","ENSG00000163071",4,52051304,52097299,"SPATA18",0.0819945491479101,0.0489543224206337,0.288411247401483,0.68228
"4266","ENSG00000064692",5,122311354,122464219,"SNCAIP",0.54643595321044,0.551478270676097,1,0.50013
"4267","ENSG00000163798",2,27663471,27694976,"SLC4A1AP",0.281557544998801,0.247614564722796,0.682628502494149,0.37533
"4268","ENSG00000101311",20,6074845,6123030,"FERMT1",0.194353135791359,0.175268000341126,0.525607498267655,1
"4269","ENSG00000162542",1,19682240,19799945,"TMCO4",0.28485593941158,0.38434332017672,0.386773407587887,0.28958
"4270","ENSG00000205436",14,103100144,103110559,"EXOC3L4",0.575718974219864,0.575718974219864,1,1
"4271","ENSG00000183258",5,177511577,177516961,"DDX41",0.964390483278842,0.251931760596241,1,0.45356
"4272","ENSG00000112818",6,46793389,46839778,"MEP1A",0.330601089789643,0.68768416912969,1,0.021646
"4273","ENSG00000166743",16,20623235,20698890,"ACSM1",0.410083793743348,0.491286458369388,0.718951170938255,0.1802
"4274","ENSG00000108784",17,42536241,42544449,"NAGLU",0.991072735021617,0.57900941318249,1,0.28958
"4275","ENSG00000066557",1,70144805,70205579,"LRRC40",0.988934935240767,0.312885823356436,1,0.74992
"4276","ENSG00000168743",4,105894775,106004027,"NPNT",0.999691866767739,0.821840240207967,1,0.68775
"4277","ENSG00000106125",7,30771417,30892387,"MINDY4",0.167070773045546,1,0.167070773045546,1
"4278","ENSG00000182923",3,134485699,134587789,"CEP63",0.0039431,1,1,0.0039431
"4279","ENSG00000168724",5,34929559,34958964,"DNAJC21",0.137376685757716,0.208973711410829,0.288411247401483,0.28958
"4280","ENSG00000152492",3,191329085,191398659,"CCDC50",0.639032471550783,0.647650352124917,0.496898713582635,1
"4281","ENSG00000167619",19,42313309,42325064,"TMEM145",0.316421046955558,0.263908963997667,0.643209706352675,1
"4282","ENSG00000072778",17,7217125,7225266,"ACADVL",0.999902282275631,0.874925378900497,1,0.77082
"4283","ENSG00000115221",2,160099667,160200313,"ITGB6",0.334569943443954,0.26477412591212,1,0.6252
"4284","ENSG00000160185",21,42403447,42447684,"UBASH3A",0.616871047929168,1,0.525607498267655,0.6252
"4285","ENSG00000163810",3,44874608,44914990,"TGM4",0.905675221214438,0.868128004304362,0.643209706352675,0.72206
"4286","ENSG00000163453",4,57030773,57110385,"IGFBP7",0.997175078491284,0.541562815710686,1,1
"4287","ENSG00000171560",4,154583128,154590745,"FGA",0.611550729254975,0.57900941318249,0.386773407587887,0.68228
"4288","ENSG00000116996",1,237877864,237890922,"ZP4",0.314629115073936,0.43896168608575,0.149577156721715,1
"4289","ENSG00000047621",12,4487735,4538508,"C12orf4",0.593724999060207,0.628480058909909,0.163737426489375,0.72206
"4290","ENSG00000168060",11,65044818,65058553,"NAALADL1",0.792413811020543,0.874925378900497,0.149577156721715,0.6252
"4291","ENSG00000172361",18,50227193,50266495,"CFAP53",0.446608394688575,0.657636728504758,1,0.1252
"4292","ENSG00000158863",8,22089150,22104911,"FAM160B2",0.0274740183905375,0.0270609632831283,0.3814988955957,1
"4293","ENSG00000131013",6,149504495,149546043,"PPIL4",0.648936224926163,1,0.386773407587887,0.74992
"4294","ENSG00000172497",5,81329996,81394179,"ACOT12",1,1,1,1
"4295","ENSG00000075643",18,36187497,36272157,"MOCOS",0.313920515891572,0.438129388363419,0.149577156721715,1
"4296","ENSG00000112812",6,27247701,27256624,"PRSS16",0.597863695894571,0.515480503457931,1,0.68775
"4297","ENSG00000104755",8,39743735,39838289,"ADAM2",0.882580267291554,0.882580267291554,1,1
"4298","ENSG00000215009",12,7304284,7328724,"ACSM4",0.149719322925695,0.124601547559806,0.56362363483341,1
"4299","ENSG00000147324",8,8783354,8893630,"MFHAS1",0.99235087155672,0.820042607626317,1,0.028636
"4300","ENSG00000182472",19,38730187,38769904,"CAPN12",0.140989653273596,0.140989653273596,1,1
"4301","ENSG00000175894",21,44497893,44711572,"TSPEAR",0.15534996905057,0.287268401165851,0.525607498267655,0.092834
"4302","ENSG00000049860",5,74640023,74722647,"HEXB",0.969472934110067,0.325953371247324,1,0.3444
"4303","ENSG00000090612",12,133181409,133214832,"ZNF268",0.0666952597204193,0.0433346073765532,0.643209706352675,1
"4304","ENSG00000186994",19,8322584,8343262,"KANK3",0.105912730844429,0.11087368641708,1,0.36658
"4305","ENSG00000136250",7,36512941,36724549,"AOAH",0.0136240721291971,0.10000985385187,0.525607498267655,0.0033953
"4306","ENSG00000179593",17,8039034,8049134,"ALOX15B",0.55697984535566,0.752319373041047,1,0.13958
"4307","ENSG00000101251",20,13849247,13996443,"SEL1L2",0.163102912882568,0.163102912882568,1,1
"4308","ENSG00000186448",3,44584888,44648471,"ZNF197",0.581374938549307,0.777014933661621,0.741482842056878,0.061192
"4309","ENSG00000135931",2,231198546,231376848,"ARMC9",0.0112338787556416,0.0238610810453427,1,0.12534
"4310","ENSG00000110002",11,124115404,124147721,"VWA5A",0.99987311975834,0.852343598173506,1,1
"4311","ENSG00000174640",3,133932701,134052184,"SLCO2A1",0.831938975756148,0.836622218953058,0.386773407587887,0.68775
"4312","ENSG00000160505",19,55836540,55881855,"NLRP4",0.496196949560906,1,0.496196949560906,1
"4313","ENSG00000086619",1,236215101,236281958,"ERO1B",0.0802523516817582,0.123402268613807,0.386773407587887,0.21912
"4314","ENSG00000197150",7,151028422,151047782,"ABCB8",0.627283769699038,1,0.386773407587887,0.72685
"4315","ENSG00000143512",1,222522258,222548104,"HHIPL2",0.764536316255483,0.756108187271168,0.334371376151368,0.72685
"4316","ENSG00000150054",10,28050993,28334486,"MPP7",0.504265690406287,0.38434332017672,0.525607498267655,0.72206
"4317","ENSG00000059378",7,140023749,140062951,"PARP12",0.874194052798291,0.83967626984692,0.71356480070496,0.61863
"4318","ENSG00000174483",11,66510606,66533613,"BBS1",0.273615182428485,0.273615182428485,1,NA
"4319","ENSG00000161609",19,49388219,49417990,"KASH5",0.985812700870628,0.616645630804255,1,0.11878
"4320","ENSG00000225697",3,48625723,48635493,"SLC26A6",0.345923670420932,0.276424980791439,0.3814988955957,0.68775
"4321","ENSG00000042088",14,89954939,90044764,"TDP1",0.813867495393002,0.761649106011569,0.750009442383297,1
"4322","ENSG00000091138",7,107765467,107803225,"SLC26A3",0.508836923859502,0.379192817741199,1,0.75423
"4323","ENSG00000149474",20,18137228,18188387,"KAT14",0.294746633497486,0.239477621133079,0.654973525309712,0.45356
"4324","ENSG00000096093",6,52362123,52529886,"EFHC1",0.636240804110449,0.630208465117739,0.415737549788041,0.61863
"4325","ENSG00000171595",17,74274234,74314884,"DNAI2",0.792752646573603,1,0.718951170938255,0.72206
"4326","ENSG00000126773",14,60091911,60169133,"PCNX4",0.563931567236473,0.897838445868386,0.0772341667132225,0.10984
"4327","ENSG00000065325",17,9822206,9892099,"GLP2R",0.386773407587887,1,0.386773407587887,1
"4328","ENSG00000186510",1,16018875,16034050,"CLCNKA",0.68964358383993,0.601857069133035,1,0.72685
"4329","ENSG00000144820",3,100609601,100695479,"ADGRG7",0.184116802720292,0.124601547559806,0.56362363483341,0.54224
"4330","ENSG00000120262",6,151494017,151621193,"CCDC170",0.398650132826341,0.467938568908384,1,0.33578
"4331","ENSG00000115282",2,74483073,74494559,"TTC31",0.449320524485426,0.312885823356436,0.71356480070496,0.61863
"4332","ENSG00000206561",3,15450133,15521751,"COLQ",0.0535971156830333,0.063328438507464,0.288411247401483,0.37533
"4333","ENSG00000197415",3,157259742,157533619,"VEPH1",0.855757752023611,0.869723622130483,0.496898713582635,1
"4334","ENSG00000095321",9,129094142,129111189,"CRAT",0.000277368674710178,5.10292069487619e-05,1,0.54224
"4335","ENSG00000186628",15,82755362,82806070,"FSD2",0.529414918554741,0.735643317688269,0.0223634467441294,0.61863
"4336","ENSG00000084110",12,95972662,95996365,"HAL",0.646536790202167,0.655514952527339,0.496898713582635,1
"4337","ENSG00000100429",22,50245183,50251405,"HDAC10",0.0757737499384601,0.063479227136579,1,0.44535
"4338","ENSG00000134762",18,30989365,31042815,"DSC3",0.807456925893386,0.866558336219239,0.288411247401483,1
"4339","ENSG00000141994",19,5784832,5791225,"DUS3L",0.778255421335077,0.820525293385969,1,0.44535
"4340","ENSG00000062038",16,68636189,68727468,"CDH3",0.999999999999973,1,1,0.61863
"4341","ENSG00000125780",20,2296001,2341079,"TGM3",0.0700154559008705,0.057929861072641,1,0.44535
"4342","ENSG00000122550",7,23105758,23177914,"KLHL7",0.761424588140449,0.803442029234922,0.654973525309712,0.36658
"4343","ENSG00000111834",6,116616479,116632985,"RSPH4A",0.882831136515305,0.878303277177383,1,0.6252
"4344","ENSG00000143369",1,150508062,150513789,"ECM1",0.57900941318249,0.57900941318249,1,1
"4345","ENSG00000197863",19,36817428,36850787,"ZNF790",0.998488760368146,0.777014933661621,1,0.38846
"4346","ENSG00000132854",1,62236165,62319434,"KANK4",0.999698026802723,0.843998805322006,1,0.6252
"4347","ENSG00000137574",8,55773446,55826445,"TGS1",0.618749705513373,0.596509555931552,1,0.57495
"4348","ENSG00000249158",5,140868183,141012347,"PCDHA11",0.467036369779013,0.51793550900487,1,0.38846
"4349","ENSG00000091127",7,105439661,105522271,"PUS7",0.64069001147157,0.64069001147157,1,1
"4350","ENSG00000154479",2,169645425,169694405,"CCDC173",0.576599121385082,0.491286458369388,1,0.68775
"4351","ENSG00000104835",19,38915266,38930763,"SARS2",0.167953764823953,0.167953764823953,1,NA
"4352","ENSG00000147316",8,6406592,6648508,"MCPH1",0.768478663880281,0.774865093506726,1,0.54942
"4353","ENSG00000166435",11,74807739,74949200,"XRRA1",0.595037118033933,0.583080231450909,0.643209706352675,0.45356
"4354","ENSG00000158163",3,138061990,138115818,"DZIP1L",0.98699917126564,0.513473894839982,1,0.28958
"4355","ENSG00000163689",3,58717365,59050084,"CFAP20DC",0.335170422716909,0.200096042816299,0.56362363483341,0.72685
"4356","ENSG00000276234",17,37406886,37479725,"TADA2A",1,NA,1,1
"4357","ENSG00000166262",15,49326962,49620929,"FAM227B",0.689561105642774,0.852739694375104,0.386773407587887,0.21912
"4358","ENSG00000169696",17,81976807,82017406,"ASPSCR1",0.988191157502486,0.302732624853698,1,0.74992
"4359","ENSG00000091106",2,32224453,32265732,"NLRC4",0.986212609847045,0.311294072108671,1,1
"4360","ENSG00000138801",4,107590276,107720234,"PAPSS1",0.0701002383283411,0.0701002383283411,1,1
"4361","ENSG00000205221",2,36696690,36814792,"VIT",0.0900019333131414,0.0900019333131414,1,1
"4362","ENSG00000197721",1,207645113,207738416,"CR1L",0.217575629752419,0.135003159923686,1,0.68775
"4363","ENSG00000142765",1,27342020,27353937,"SYTL1",0.300660399333182,0.359166252913006,0.288411247401483,1
"4364","ENSG00000197506",9,84275457,84340758,"SLC28A3",0.668693488909962,0.655514952527339,0.682628502494149,0.45356
"4365","ENSG00000143036",1,94820342,94895246,"SLC44A3",0.999999999999986,1,1,0.68775
"4366","ENSG00000213782",12,12813316,12829981,"DDX47",0.584672865063377,0.66201445601807,0.288411247401483,1
"4367","ENSG00000196350",19,22286441,22317176,"ZNF729",0.238791863254721,0.17387246669862,0.163737426489375,0.82426
"4368","ENSG00000181804",3,143265222,143848485,"SLC9A9",0.177149619719832,0.167953764823953,1,0.44535
"4369","ENSG00000196646",19,12163064,12189871,"ZNF136",7.0016170227979e-06,1.24928219520601e-05,1,0.10368
"4370","ENSG00000167419",17,58218548,58268518,"LPO",0.697866092182532,0.714121001094381,1,0.50833
"4371","ENSG00000132357",5,40841308,40860175,"CARD6",0.347853012537938,0.513484577046491,0.260481855833144,0.28958
"4372","ENSG00000164675",7,123452193,123535077,"IQUB",0.887441270584312,0.887441270584312,1,1
"4373","ENSG00000196505",1,117863485,117929621,"GDAP2",0.400874841714599,0.413368492844293,0.415737549788041,0.50013
"4374","ENSG00000122012",5,76083383,76353939,"SV2C",0.457480279056381,0.350727319043003,0.386773407587887,0.77082
"4375","ENSG00000168619",8,39584489,39730065,"ADAM18",0.65575690208505,0.654032734400856,0.643209706352675,0.45356
"4376","ENSG00000132781",1,45329163,45340893,"MUTYH",0.563504307635825,0.714121001094381,1,0.21091
"4377","ENSG00000164116",4,155666726,155737059,"GUCY1A1",0.971332191364037,0.184902051494776,1,0.72206
"4378","ENSG00000074181",19,15159038,15200995,"NOTCH3",0.328614514683175,0.216475580314181,1,0.72685
"4379","ENSG00000184743",11,63624087,63671921,"ATL3",0.975622086060805,0.246612117751132,1,0.6252
"4380","ENSG00000138131",10,98247690,98268194,"LOXL4",0.378239392824706,0.649429692640088,1,0.065811
"4381","ENSG00000205336",16,57610652,57665580,"ADGRG1",0.46068461072214,0.332800963879866,0.682628502494149,0.6252
"4382","ENSG00000185522",11,554850,560738,"LMNTD2",0.1204335316739,0.0628360797384927,1,0.68228
"4383","ENSG00000158062",1,26281328,26318363,"UBXN11",0.61307673477585,0.68768416912969,0.386773407587887,0.45356
"4384","ENSG00000085760",2,55236595,55269347,"MTIF2",0.99999958586204,1,1,0.58171
"4385","ENSG00000159708",16,67326798,67385204,"LRRC36",0.596509555931552,0.596509555931552,1,1
"4386","ENSG00000070759",1,45343883,45491163,"TESK2",0.202960594984076,1,0.682628502494149,0.087192
"4387","ENSG00000159147",21,33559542,33588706,"DONSON",0.997422503550511,0.554020367639426,1,1
"4388","ENSG00000153292",6,46997708,47042350,"ADGRF1",0.924402843807864,0.881844838834924,0.643209706352675,0.77082
"4389","ENSG00000166839",15,64911902,64958691,"ANKDD1A",0.942197677769523,0.123402268613807,1,1
"4390","ENSG00000156675",8,37858618,37899497,"RAB11FIP1",0.366502830062986,0.705183497429348,1,0.028636
"4391","ENSG00000242247",22,42796502,42858106,"ARFGAP3",0.987948515929224,0.288373506684528,1,0.77082
"4392","ENSG00000131187",5,177402141,177409564,"F12",0.440252468813097,0.656833908656413,1,0.11863
"4393","ENSG00000164465",6,117453817,117569858,"DCBLD1",0.0928498754139484,0.0928498754139484,1,1
"4394","ENSG00000185269",17,81952507,81961840,"NOTUM",0.633848311091968,0.589292064949287,1,0.6252
"4395","ENSG00000187961",1,960584,965719,"KLHL17",0.181514162453304,0.397507558228446,1,0.060135
"4396","ENSG00000185634",15,48823741,48963919,"SHC4",0.999999999999061,1,1,0.21091
"4397","ENSG00000124459",19,43912624,43935282,"ZNF45",0.0629947295869062,0.043110086554275,0.415737549788041,0.50833
"4398","ENSG00000127415",4,986997,1004564,"IDUA",0.57379437295068,0.647650352124917,0.386773407587887,0.44745
"4399","ENSG00000100985",20,46008908,46016561,"MMP9",0.74431652758232,0.641969611845026,0.682628502494149,0.68775
"4400","ENSG00000134917",11,130404923,130428609,"ADAMTS8",0.0908066225376855,0.244747173977261,0.305642416490482,0.077424
"4401","ENSG00000109944",11,122882683,122963862,"JHY",0.0927034620516768,0.0405549720552521,0.355454836218825,0.75423
"4402","ENSG00000163072",2,168786539,168865514,"NOSTRIN",0.2095066864435,0.244747173977261,0.643209706352675,0.21903
"4403","ENSG00000160856",1,157674321,157700769,"FCRL3",0.548961921034662,0.554020367639426,1,0.50067
"4404","ENSG00000145332",4,87160103,87240314,"KLHL8",0.853647216349839,0.0915991326750335,1,0.28958
"4405","ENSG00000165078",8,67422038,67746378,"CPA6",0.100936231544909,0.0498577243064694,1,0.68228
"4406","ENSG00000135457",12,51093656,51173135,"TFCP2",0.648339092144352,0.66376875497242,1,0.50013
"4407","ENSG00000160767",1,155247205,155255483,"FAM189B",0.74745254002862,0.820525293385969,0.525607498267655,0.36658
"4408","ENSG00000174915",11,448268,491399,"PTDSS2",0.656391822303216,0.663187305720646,0.386773407587887,0.61863
"4409","ENSG00000093217",3,38346760,38421348,"XYLB",0.195118932439896,0.350727319043003,1,0.11863
"4410","ENSG00000143554",1,153774354,153780157,"SLC27A3",0.374211256021921,0.346718426156393,0.56362363483341,1
"4411","ENSG00000016602",1,86547078,86580754,"CLCA4",0.110856806881367,1,0.71356480070496,0.028636
"4412","ENSG00000156222",15,84884654,84945798,"SLC28A1",0.319619266264323,0.319619266264323,1,1
"4413","ENSG00000135506",12,57693955,57721557,"OS9",0.758598269568537,0.708977658386775,1,0.68228
"4414","ENSG00000197935",6,28994785,29005316,"ZNF311",0.700440211931625,0.720036256437268,1,0.50067
"4415","ENSG00000250151",3,9793082,9835401,"ARPC4-TTLL3",0.56362363483341,NA,0.56362363483341,1
"4416","ENSG00000167895",17,78130770,78142968,"TMC8",0.306685308386887,0.494467205789787,0.654973525309712,0.070599
"4417","ENSG00000122735",9,34457414,34520988,"DNAI1",0.833623006206105,0.0271151827365177,1,0.68228
"4418","ENSG00000074966",4,48066393,48134250,"TXK",0.0203913659421333,0.0107155208638357,0.654973525309712,1
"4419","ENSG00000164304",6,7326656,7389742,"CAGE1",0.332800963879866,0.332800963879866,1,1
"4420","ENSG00000099834",11,616577,626078,"CDHR5",0.786997284377054,0.872152631880821,1,0.30047
"4421","ENSG00000154930",20,25006230,25058980,"ACSS1",0.324349345822325,0.171782882369256,0.643209706352675,0.72685
"4422","ENSG00000117228",1,89051882,89065360,"GBP1",0.27926818261029,1,0.163913220515666,0.49138
"4423","ENSG00000129910",16,89171748,89195492,"CDH15",0.494338219852678,0.494338219852678,1,1
"4424","ENSG00000148541",10,59246130,59363181,"FAM13C",0.347515788115683,0.331189393824675,0.525607498267655,1
"4425","ENSG00000055732",1,85018082,85048500,"MCOLN3",0.650376055124183,0.846560655303252,1,0.10984
"4426","ENSG00000078549",7,31052308,31111479,"ADCYAP1R1",1,1,1,1
"4427","ENSG00000196236",22,40857077,40932815,"XPNPEP3",0.806485253145499,0.820525293385969,0.496898713582635,1
"4428","ENSG00000113889",3,186717348,186744410,"KNG1",0.609767580942264,0.576894305287689,0.386773407587887,0.68228
"4429","ENSG00000087338",2,69829660,69881384,"GMCL1",0.312885823356436,0.312885823356436,1,NA
"4430","ENSG00000168216",6,69672757,69867236,"LMBRD1",1,1,1,1
"4431","ENSG00000078070",3,183015218,183116075,"MCCC1",0.696502956706566,0.630208465117739,0.386773407587887,0.77477
"4432","ENSG00000185133",22,31122731,31134697,"INPP5J",0.3814988955957,1,0.3814988955957,1
"4433","ENSG00000163703",3,9933793,9945413,"CRELD1",0.15400424762821,0.160771702416519,0.355454836218825,0.44535
"4434","ENSG00000042445",2,85341955,85354531,"RETSAT",0.992513714550369,0.401590786154437,1,1
"4435","ENSG00000184470",22,19875517,19941820,"TXNRD2",0.63627719712638,0.63627719712638,1,1
"4436","ENSG00000074582",2,218658764,218663443,"BCS1L",0.639241898896457,1,0.415737549788041,0.72206
